type,param,seed,P0_sim,W_sim,L_sim,throughput_sim,time,P0_th,W_th,L_th,thr_th
lambda,0.5,77,0.9165644100643687,0.18200296096732857,0.09104010151198155,0.5002122,0.45,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,78,0.916761681864093,0.18182464669224982,0.09081804726681497,0.4994815,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,79,0.916619609748406,0.18198879647111676,0.09094879184316272,0.4997494,0.47,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,80,0.9165132677409656,0.18178970773795125,0.09093499303644416,0.5002208,0.47,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,81,0.9165422492391492,0.18204694185218703,0.09104730087078197,0.5001309,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,82,0.9169216170803204,0.18180574686272064,0.09085518578395822,0.4997377,0.45,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,83,0.9164749923510249,0.1819886214543395,0.09100650396480718,0.500067,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,84,0.9166093408544799,0.1817949650192081,0.09090940825930932,0.5000656,0.44,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,85,0.9168458143258784,0.18172691141419306,0.0908477363292592,0.4999135,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,86,0.9168801290711901,0.18167238385822634,0.09085928248910155,0.5001271,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,87,0.9168220801945798,0.18176792845700399,0.09093453206619873,0.5002782,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,88,0.9165948097520726,0.18189715330251896,0.09100310941781957,0.5002998,0.45,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,89,0.9166477132360957,0.18159833348999038,0.09078273209581435,0.4999095,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,90,0.9166035881385977,0.1818605186807016,0.09096121200063026,0.5001702,0.45,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,91,0.9168705272181106,0.18160494388730786,0.09073838355895611,0.4996471,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,92,0.9169788767876283,0.18165358390354552,0.0908189990130233,0.4999571,0.45,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,93,0.9166999075254305,0.18186126653863718,0.09095563919346765,0.5001375,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,94,0.9166119691331972,0.18164795324672967,0.09085574685038768,0.5001749,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,95,0.9167107172854628,0.18193120624566272,0.09092990822016597,0.4998038,0.47,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,96,0.916902528630906,0.18165420068635504,0.0908353292784686,0.5000453,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,97,0.9163609842975619,0.18189414861998232,0.09095727857172875,0.5000561,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,98,0.9166192089110752,0.18188219928234983,0.0908623628371056,0.4995671,0.47,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,99,0.9165721651701457,0.18182088359265122,0.09089296880941236,0.4999039,0.46,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,0.5,100,0.9166002404339727,0.1818197089741877,0.09094238203302933,0.5001789,0.47,0.9166666666666666,0.18181818181818182,0.09090909090909091,0.5
lambda,1.0,1,0.8335669172039095,0.19989014051227288,0.19988968076494973,0.9999977,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,2,0.8331993184136499,0.200065750969434,0.2000932199970421,1.0001374,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,3,0.8335185124620103,0.19989909492985475,0.1998676508022223,0.9998427,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,4,0.8333581235211536,0.1999713547281204,0.19991606264853806,0.9997235,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,5,0.8335556506883569,0.1998584672584952,0.19981289952796027,0.999772,0.86,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,6,0.833554910690038,0.1998874012689695,0.19983265210976192,0.9997261,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,7,0.833236551327524,0.2000665991851496,0.20000043716079907,0.9996693,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,8,0.8332778580716506,0.19992807562364592,0.19995716515864917,1.0001455,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,9,0.8332320829899423,0.20003631130771163,0.20000270520741195,0.999832,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,10,0.8332927681934652,0.20004244350887415,0.20013216254478788,1.0004485,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,11,0.8335237992744358,0.20007609382841368,0.20004182079354088,0.9998288,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,12,0.8333748687532421,0.19991356403440624,0.19982330306024473,0.9995485,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,13,0.833260483328877,0.2000718410919385,0.20016337395923808,1.0004575,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,14,0.8334099933765723,0.1999005635449049,0.1999178349535952,1.0000864,0.86,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,15,0.8333190182398954,0.19999146958426467,0.20001344864677198,1.0001099,0.86,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,16,0.8332802285963908,0.19995371828145664,0.1999358824097859,0.9999108,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,17,0.8332555321257666,0.20001144163907067,0.2000511639113802,1.0001987,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,18,0.8333286670940941,0.19990345725394387,0.19992176841062834,1.0000916,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,19,0.8333440651105589,0.2000227528615531,0.20005175616071802,1.000145,0.86,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,20,0.8333432343412559,0.19997451962737414,0.19995414222382413,0.9998982,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,21,0.8331181906026695,0.2000516101023151,0.2001978478292999,1.000731,0.86,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,22,0.8332841389029555,0.19980751889848625,0.19996552668443118,1.0007908,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,23,0.8333837190760421,0.19993602082818399,0.19986032505069842,0.9996214,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,24,0.8334202195773558,0.19999450658403678,0.19998780676806624,0.9999665,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,25,0.8333930119595967,0.1999796906161283,0.19993961468612884,0.9997996,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,26,0.8332737477422829,0.20005562730139576,0.19999208963416484,0.9996824,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,27,0.8332475636614893,0.20015066919989613,0.2002214424765252,1.0003536,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,28,0.8335824762347476,0.19988548604914555,0.19986441811891598,0.9998947,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,29,0.8333428360225944,0.1999615695651883,0.19990498044100133,0.999717,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,30,0.8331887567059717,0.19991482494611543,0.20001628171977556,1.0005075,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,31,0.833288804755272,0.1999053763481872,0.19985190166001407,0.9997325,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,32,0.8334204885949305,0.1999862148721114,0.1999358783418281,0.9997484,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,33,0.8334585775980015,0.19993369598861283,0.19983642824551437,0.9995135,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,34,0.8333208135129239,0.20005810873652644,0.20000771409893572,0.9997481,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,35,0.8332667313980795,0.20011523590123617,0.20005934371584896,0.9997207,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,36,0.8333216883208922,0.20008069457450273,0.200166389135989,1.0004283,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,37,0.8332946435087571,0.19996600703884346,0.20001859809869468,1.000263,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,38,0.8332766757618909,0.20008988341461734,0.20000428496249256,0.9995722,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,39,0.8333858635055073,0.20002118866397195,0.19996976321636642,0.9997429,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,40,0.8334573458573651,0.19999741882886687,0.20003097839574638,1.0001678,0.86,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,41,0.8333824425756927,0.19986215841080002,0.1998245443525871,0.9998118,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,42,0.8333744744760351,0.1999715460050075,0.20009560835214898,1.0006204,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,43,0.8334399800548472,0.19995057220245477,0.20001921523389188,1.0003433,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,44,0.833383100388183,0.20000585961756678,0.20000429957186178,0.9999922,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,45,0.8332968811644292,0.20017735998225644,0.2001654494293375,0.9999405,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,46,0.8333189701023516,0.19999012953632692,0.20003794717629905,1.0002392,0.86,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,47,0.8332899368310914,0.20010940126082244,0.20012553007856407,1.0000806,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,48,0.8334375136267824,0.20012070126412249,0.200094505464327,0.9998692,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,49,0.8332291724674987,0.20008807986543772,0.2001312188554567,1.0002157,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,50,0.8334082030927793,0.19996518505903507,0.20000143874708629,1.0001813,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,51,0.8334856692823897,0.19987388778185514,0.19978298513769197,0.9995452,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,52,0.8334218612987228,0.19993156988584712,0.1999813328535917,1.0002489,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,53,0.8333343997434217,0.20001271046505406,0.20006083352319196,1.0002406,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,54,0.833124638191211,0.20023394169263337,0.20027058450396312,1.000183,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,55,0.833354772678259,0.199939505051595,0.19988344201437855,0.9997196,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,56,0.8333212481110798,0.19999247858091967,0.19996121975651748,0.9998437,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,57,0.8333333166621971,0.20011257340639058,0.20005892322546032,0.9997319,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,58,0.8332764305109533,0.2000950660540685,0.2000851413387922,0.9999504,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,59,0.8332784865650742,0.20007620866516831,0.20014879631367205,1.0003628,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,60,0.8333826579165956,0.19995375900752926,0.19992166642920856,0.9998395,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,61,0.833040688931226,0.20008653697826656,0.200215692837886,1.0006456,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,62,0.8329345352111325,0.2000838658187956,0.20020187528285552,1.0005898,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,63,0.833556938947619,0.20001502756652945,0.2000547305495014,1.0001985,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,64,0.8334259908478577,0.1999985169310725,0.1999822970513494,0.9999189,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,65,0.833353296933591,0.19994689566063445,0.1999776075038079,1.0001536,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,66,0.833315332300074,0.19997113268385466,0.19995963434372535,0.9999426,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,67,0.833231299031947,0.1999228044791734,0.1999862199927542,1.0003172,0.86,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,68,0.8333983371159471,0.19991366244549852,0.20000454319644623,1.0004546,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,69,0.8332557184029619,0.19996309396429507,0.19988166899243281,0.9995929,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,70,0.8330596519500223,0.20013525644246155,0.20029512448530779,1.0007988,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,71,0.8332061565874472,0.2001024113661512,0.20016522351307903,1.0003139,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,72,0.8330665776592789,0.20013501156432248,0.20026830148202432,1.000666,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,73,0.8334317187719417,0.19992873098402522,0.19989058458215347,0.9998092,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,74,0.8334501501051351,0.19996314058624756,0.19996296061942104,0.9999991,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,75,0.8333319338525407,0.20010218983781974,0.20017642775024957,1.000371,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,76,0.8334515330034006,0.19986371086805518,0.19992061206653933,1.0002848,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,77,0.8330932443294097,0.2001788426705637,0.20018801086155802,1.0000458,0.86,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,78,0.8333024961692037,0.2000445572213394,0.1999115876041544,0.9993353,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,79,0.8332878296566363,0.20004519117184202,0.20002902752039534,0.9999192,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,80,0.8333842424399976,0.19991047503339537,0.19994014174789032,1.0001485,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,81,0.8333233015469015,0.20010962706616647,0.2001404839706601,1.0001542,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,82,0.8335785320543192,0.19996496621060575,0.1999252331718197,0.9998013,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,83,0.8331877644569288,0.2000586508435178,0.20012429356687356,1.0003283,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,84,0.8333003270471436,0.20005249708200132,0.2001154135923336,1.0003145,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,85,0.8333942853874176,0.19989208383775198,0.1998853139336479,0.9999663,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,86,0.833547437970078,0.1998810428413674,0.1998611546776047,0.9999005,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,87,0.8334095990390521,0.20004500033424794,0.20004752090125213,1.0000126,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,88,0.8331473493762365,0.20012790751229748,0.20019897293225508,1.0003551,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,89,0.8331413533156521,0.19994977698049535,0.19998794739292092,1.0001909,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,90,0.8331772552236658,0.20009809843089565,0.20006206076336824,0.9998199,0.88,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,91,0.8334247589510149,0.19991014172809052,0.1998176832875413,0.9995375,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,92,0.833598412684442,0.1998924904845528,0.19985778914820468,0.9998264,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,93,0.8332257736252,0.20002363899598172,0.20009856785114963,1.0003746,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,94,0.8333839280107732,0.1998268210814827,0.19984784286306045,1.0001052,0.86,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,95,0.8333322165387937,0.2000123535698492,0.1999894321541301,0.9998855,0.89,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,96,0.8333940136243748,0.19990632717471923,0.19997123675915288,1.0003248,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,97,0.8332287507073579,0.20010193535883444,0.20007137979330514,0.9998474,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,98,0.8333557582680734,0.20004708553544884,0.19997332817501193,0.9996313,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,99,0.8332303299452404,0.20006614730833922,0.20002717442284354,0.9998053,0.87,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,1.0,100,0.8333896965731716,0.19997056022361398,0.2000418497283337,1.0003565,0.86,0.8333333333333334,0.2,0.19999999999999998,1.0
lambda,2.0,1,0.6666627336835654,0.2500240732786499,0.5000926758447507,2.0001781,1.76,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,2,0.6665765188465786,0.2501140649708737,0.5001477370556434,1.9996786,1.76,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,3,0.6668999929697097,0.24979210955957679,0.49956358629090397,1.9999174,1.75,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,4,0.6667267811181808,0.2499388830077068,0.4997575704065752,1.9995192,1.76,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,5,0.6669500606511812,0.24987788820068432,0.4995606467584727,1.9992191,1.76,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,6,0.6667807305919448,0.24989951931704985,0.499664992531938,1.9994636,1.76,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,7,0.6666691839126775,0.25008653044244816,0.5000578976656676,1.9995397,1.75,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,8,0.6667185103572896,0.2500803146867538,0.5002214680695636,2.0002434,1.76,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,9,0.6666816357029318,0.2500251880752509,0.4999711931734384,1.9996834,1.74,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,10,0.6665420081841743,0.25003568947205423,0.5002379277168658,2.0006661,1.76,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,11,0.6667067577034927,0.2501122956276972,0.5001284731001847,1.9996157,1.76,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,12,0.6667614090384223,0.24987711343186156,0.4997065012648469,1.9998092,1.78,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,13,0.6667447572801749,0.24996686241034768,0.49999381685441874,2.0002404,1.76,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,14,0.6667194878696108,0.2499224047551376,0.49995957900085525,2.0004593,1.75,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,15,0.6666283689262333,0.250071502489123,0.5001725134155398,2.000118,1.79,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,16,0.6667170029144688,0.24986524617470318,0.49970155795389937,1.9998842,1.75,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,17,0.6665078651254019,0.250057675760881,0.5002154496093691,2.0004004,1.75,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,18,0.6667878056470193,0.24986434573178826,0.4998428794695759,2.0004571,1.75,0.6666666666666667,0.25,0.49999999999999994,2.0
lambda,2.0,19,0.6665890610587991,0.25012561322370186,0.5003225122471725,2.000285,1.76,0.6666666666666667,0.25,0.49999999999999994,2.0
